web-scraper-order,web-scraper-start-url,title,date,time,type,inPerson,link
1684188221-148,https://build.microsoft.com/en-US/sessions,Unleash the power of ChatGPT and Cognitive Search,"Tuesday, May 23
8:30 PM - 8:45 PM Eastern Daylight Time",8:30 PM - 8:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/5e2653b6-5e46-4a6a-b9a1-48b97744eb82?source=sessions
1684188221-149,https://build.microsoft.com/en-US/sessions,GenAI for Knowledge: transform search of unstructured data with personality,"Tuesday, May 23
8:45 PM - 9:00 PM Eastern Daylight Time",8:45 PM - 9:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/4591b469-a66a-44c3-b0e1-dbb28b2fdc9a?source=sessions
1684188221-150,https://build.microsoft.com/en-US/sessions,Shaping the future of work with AI,"Wednesday, May 24
12:00 PM - 1:30 PM Eastern Daylight Time",12:00 PM - 1:30 PM Eastern Daylight Time,Keynote,DigitalIn-Person,/en-US/sessions/8aab36d1-d27d-46dd-81ec-eb3f49cfee6a?source=sessions
1684188221-151,https://build.microsoft.com/en-US/sessions,Deep dive into .NET performance and native AOT,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/28588f70-fb54-447a-b778-7ef02c8ffdf8?source=sessions
1684188221-152,https://build.microsoft.com/en-US/sessions,"Deliver AI-powered experiences across cloud and edge, with Windows","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/0ea15726-1273-4a7c-a71a-efc635172a3b?source=sessions
1684188221-153,https://build.microsoft.com/en-US/sessions,Developer joy with Scott Hanselman and friends,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/7ed9bb72-b4f4-4490-9b26-911d1ac263d1?source=sessions
1684188221-154,https://build.microsoft.com/en-US/sessions,Harness the power of AI: Extend Copilot and beyond,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/1bf0b282-fd10-49fe-9851-24cbf3ab15cf?source=sessions
1684188221-155,https://build.microsoft.com/en-US/sessions,Self-expression and pronouns in Microsoft 365,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/5562d673-2d68-466d-a0c8-dbe16806e739?source=sessions
1684188221-156,https://build.microsoft.com/en-US/sessions,"Building an AI Copilot with Semantic Kernel in the GPT-4 era, Q&A","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/d7973468-7060-41d8-91a5-1b3a94fa69b1?source=sessions
1684188221-157,https://build.microsoft.com/en-US/sessions,"Cloud-native and Linux on Microsoft Azure, Q&A","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/4c586f76-ad6e-444f-881b-e6d36487de57?source=sessions
1684188221-158,https://build.microsoft.com/en-US/sessions,"Designing and implementing automation and conversational AI, Q&A","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/c87b8125-30c7-462b-a5fd-f0a04a659419?source=sessions
1684188221-159,https://build.microsoft.com/en-US/sessions,Harnessing generative AI with NVIDIA AI and Microsoft Azure,"Wednesday, May 24
2:00 PM - 2:30 PM Eastern Daylight Time",2:00 PM - 2:30 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/373096b6-ba5a-4efc-89da-d44428a84273?source=sessions
1684188221-160,https://build.microsoft.com/en-US/sessions,How to optimize your vector databases while keeping your data current,"Wednesday, May 24
2:00 PM - 2:15 PM Eastern Daylight Time",2:00 PM - 2:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/2e47e6b8-d39a-4de8-9c52-ad82365753a8?source=sessions
1684188221-161,https://build.microsoft.com/en-US/sessions,"Java experts at Microsoft, Q&A","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/3b23a954-5456-457a-a9e7-abc1e8e49edd?source=sessions
1684188221-162,https://build.microsoft.com/en-US/sessions,Learn Live: Enterprise 5G technologies for Azure Cloud Services,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time",2:00 PM - 3:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/cc41eb4d-31a8-4dd8-8d6d-2cea646c2e54?source=sessions
1684188221-163,https://build.microsoft.com/en-US/sessions,"Managing world-class DevOps with Microsoft Teams, Q&A","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/7a5f5a3b-56a2-41db-82f6-dbc460050643?source=sessions
1684188221-164,https://build.microsoft.com/en-US/sessions,"Synapse data warehouse, Q&A","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/2184783a-5cef-4dc2-818b-01953de121df?source=sessions
1684188221-165,https://build.microsoft.com/en-US/sessions,Integrating Azure OpenAI Service into your intelligent apps,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time
Limited space",2:00 PM - 2:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/4fa46b40-5a7e-4a2e-8641-e9665b7da757?source=sessions
1684188221-166,https://build.microsoft.com/en-US/sessions,"Build a chat bot using ChatGPT, Azure Cosmos DB, and Blazor","Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/7d079d0a-4b94-407e-a93a-5c8fb04521b2?source=sessions
1684188221-167,https://build.microsoft.com/en-US/sessions,Building your low-code hyperscale backend on Microsoft Dataverse,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/1e7acb36-9358-497d-9658-28cd62623181?source=sessions
1684188221-168,https://build.microsoft.com/en-US/sessions,Interactive tutorial: Automated cloud application testing,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/7c86feb0-55ab-44a2-99f8-719baf38abf2?source=sessions
1684188221-169,https://build.microsoft.com/en-US/sessions,Taking Azure Kubernetes Service out of the cloud and into your world,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/90e9eb34-f7a1-482c-bc99-3faa90026506?source=sessions
1684188221-170,https://build.microsoft.com/en-US/sessions,Angular and ReactJS for mobile and desktop apps,"Wednesday, May 24
2:00 PM - 2:15 PM Eastern Daylight Time",2:00 PM - 2:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/c6757bc0-5a28-4597-a6ca-9d6e91ab0bbf?source=sessions
1684188221-171,https://build.microsoft.com/en-US/sessions,Transform your apps with vision AI,"Wednesday, May 24
2:00 PM - 2:15 PM Eastern Daylight Time",2:00 PM - 2:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/02d55118-9ebb-45b3-9869-f24346379e81?source=sessions
1684188221-172,https://build.microsoft.com/en-US/sessions,Real-time analytics with Azure Synapse Data Explorer,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/9c5af76c-17cb-4d02-8ae9-f1b338ce9049?source=sessions
1684188221-173,https://build.microsoft.com/en-US/sessions,The vision of the future with Microsoft Authentication Library (MSAL) as an authentication broker,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/22e70bd3-ffc0-492e-847c-4395aa63af79?source=sessions
1684188221-174,https://build.microsoft.com/en-US/sessions,Troubleshooting apps running on Kubernetes,"Wednesday, May 24
2:00 PM - 3:00 PM Eastern Daylight Time
Limited space",2:00 PM - 3:00 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/ac282ebd-0838-4d0e-9626-2aeeec24bdfb?source=sessions
1684188221-175,https://build.microsoft.com/en-US/sessions,Full stack web in .NET 8 with Blazor,"Wednesday, May 24
2:15 PM - 2:30 PM Eastern Daylight Time",2:15 PM - 2:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/7fc9a4e6-b9ca-42ef-b523-34335603e42c?source=sessions
1684188221-176,https://build.microsoft.com/en-US/sessions,"Use Azure Cosmos DB, Azure Logic Apps, and AI to store and analyze images","Wednesday, May 24
2:15 PM - 2:30 PM Eastern Daylight Time",2:15 PM - 2:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/998c7702-5d0d-4bc8-8c24-08bfea6e9553?source=sessions
1684188221-177,https://build.microsoft.com/en-US/sessions,Boost Dev Time: Blazor Hybrid App + .NET MAUI = 2X Faster Results!,"Wednesday, May 24
2:30 PM - 2:45 PM Eastern Daylight Time",2:30 PM - 2:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/68ebe075-016d-4d8a-ad9c-08ceec7f9b97?source=sessions
1684188221-178,https://build.microsoft.com/en-US/sessions,Slow Starts to Stellar Results: How AI Can Improve Team Collaboration,"Wednesday, May 24
2:30 PM - 2:45 PM Eastern Daylight Time",2:30 PM - 2:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/72d454d0-a1d1-432a-ad85-7bc036332ed3?source=sessions
1684188221-179,https://build.microsoft.com/en-US/sessions,Build The Best With Active Tests: Shift Left with API Security,"Wednesday, May 24
3:15 PM - 3:30 PM Eastern Daylight Time",3:15 PM - 3:30 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/659cc34f-a2af-4371-9524-b9a8a8ba16bc?source=sessions
1684188221-180,https://build.microsoft.com/en-US/sessions,Building Adaptive Card-based Loop components for Microsoft 365,"Wednesday, May 24
3:15 PM - 4:00 PM Eastern Daylight Time",3:15 PM - 4:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/0d175daf-5ccf-43dd-8ce9-8710245a8768?source=sessions
1684188221-181,https://build.microsoft.com/en-US/sessions,"Costs and benefits of .NET Application Migration to the cloud, Q&A","Wednesday, May 24
3:15 PM - 4:00 PM Eastern Daylight Time",3:15 PM - 4:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/e26fcc5a-dc48-4467-9042-a83854456e6d?source=sessions
1684188221-182,https://build.microsoft.com/en-US/sessions,Distributed NoSQL vs. D-SQL: What to use for your cloud-native app Q&A,"Wednesday, May 24
3:15 PM - 4:00 PM Eastern Daylight Time",3:15 PM - 4:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/c28461cf-52f8-4db3-88c0-2cc13610d6a0?source=sessions
1684188221-183,https://build.microsoft.com/en-US/sessions,Learn Live: Introduction to Azure OpenAI Service,"Wednesday, May 24
3:15 PM - 4:15 PM Eastern Daylight Time",3:15 PM - 4:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/be53cfb2-03dd-422a-b681-a45e5e757e22?source=sessions
1684188221-184,https://build.microsoft.com/en-US/sessions,"Next-Level DevSecOps: Secure Supply Chain Consumption Framework, Q&A","Wednesday, May 24
3:15 PM - 4:00 PM Eastern Daylight Time",3:15 PM - 4:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/158b88dd-68d5-4ac0-aa25-a89dfccb312e?source=sessions
1684188221-185,https://build.microsoft.com/en-US/sessions,NVIDIA AI Enterprise Registry for AzureML deployments of AI Workflows,"Wednesday, May 24
3:15 PM - 3:45 PM Eastern Daylight Time",3:15 PM - 3:45 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/733cb7af-dd1e-42c5-87ff-884cf7303bf3?source=sessions
1684188221-186,https://build.microsoft.com/en-US/sessions,"The future of AI and generative code, Q&A","Wednesday, May 24
3:15 PM - 4:00 PM Eastern Daylight Time",3:15 PM - 4:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/5a86e856-5124-4055-a2f2-7d5df62a07cb?source=sessions
1684188221-187,https://build.microsoft.com/en-US/sessions,The future of the cloud platform,"Wednesday, May 24
3:15 PM - 4:00 PM Eastern Daylight Time
Limited space",3:15 PM - 4:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/8d95ec32-05e5-4c07-84c9-260148a7578d?source=sessions
1684188221-188,https://build.microsoft.com/en-US/sessions,Do We Need Rust Language Support for Azure?,"Wednesday, May 24
3:15 PM - 4:15 PM Eastern Daylight Time
Limited space",3:15 PM - 4:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/1c1f7f38-17d2-4075-8d33-d0acb5bbdaa3?source=sessions
1684188221-189,https://build.microsoft.com/en-US/sessions,Simplify Microsoft Entra Workload Identities with DevSecOps,"Wednesday, May 24
3:15 PM - 4:15 PM Eastern Daylight Time
Limited space",3:15 PM - 4:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/2c4acd04-a768-425a-b706-be1b109d1d31?source=sessions
1684188221-190,https://build.microsoft.com/en-US/sessions,The future of digital twin solutions in manufacturing,"Wednesday, May 24
3:15 PM - 4:15 PM Eastern Daylight Time
Limited space",3:15 PM - 4:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/6dfeba57-7413-41ed-9ec3-e42177f3f855?source=sessions
1684188221-191,https://build.microsoft.com/en-US/sessions,"Build scalable, cloud-native apps with Kubernetes and Azure Cosmos DB","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/6bea806c-624c-44d3-9e53-513b22eff3e4?source=sessions
1684188221-192,https://build.microsoft.com/en-US/sessions,Deliver apps from code to cloud with Azure Kubernetes Service,"Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/64b2f97f-bde6-4d86-aa26-587c60863886?source=sessions
1684188221-193,https://build.microsoft.com/en-US/sessions,New developer experiences in Windows,"Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/5017d756-1ed1-468c-bd43-1ac98079f71e?source=sessions
1684188221-194,https://build.microsoft.com/en-US/sessions,The future of app development with the Microsoft Power Platform,"Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/d6f18526-1083-478e-a493-2d8d578c7c57?source=sessions
1684188221-195,https://build.microsoft.com/en-US/sessions,Vector Search Isn’t Enough,"Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/038984b3-7c5d-4cc6-b24e-5d9f62bc2f0e?source=sessions
1684188221-196,https://build.microsoft.com/en-US/sessions,"Boosting community and content safety with Azure AI, Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/8f36c79c-7a9a-4c2e-a393-6651cfe0cd1e?source=sessions
1684188221-197,https://build.microsoft.com/en-US/sessions,"Build and ship global full stack serverless web apps, Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/c8bdc668-8bc5-4919-8ee6-0f1551f214ec?source=sessions
1684188221-198,https://build.microsoft.com/en-US/sessions,"Choosing the right Microsoft Azure destination for your Java application, Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/d911b512-7ffb-44f4-8823-50442c803b54?source=sessions
1684188221-199,https://build.microsoft.com/en-US/sessions,"Creator tech tips, Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/d1e70d11-b907-4526-923c-e9597bea269c?source=sessions
1684188221-200,https://build.microsoft.com/en-US/sessions,Learn Live: Publish a web app to Microsoft Azure with Visual Studio,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time",4:30 PM - 5:30 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/afd48c1f-f229-4dba-a5ec-665d98199011?source=sessions
1684188221-201,https://build.microsoft.com/en-US/sessions,Metaverse Meets Generative AI: Opportunities & Challenges Ahead,"Wednesday, May 24
4:30 PM - 5:00 PM Eastern Daylight Time",4:30 PM - 5:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/5f28e727-f447-48af-b853-dc6d96a7b635?source=sessions
1684188221-202,https://build.microsoft.com/en-US/sessions,"Operationalization of AI/ML models and use cases for ChatGPT, Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/26815f90-bd7c-407d-b5e3-b453d72c3fd9?source=sessions
1684188221-203,https://build.microsoft.com/en-US/sessions,"Python web apps on Microsoft Azure, Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/15974ac4-9aae-4bb2-9430-1bf42fb47d2d?source=sessions
1684188221-204,https://build.microsoft.com/en-US/sessions,"Simplify Your Data Stack: Automate, Orchestrate and Integrate Data","Wednesday, May 24
4:30 PM - 4:45 PM Eastern Daylight Time",4:30 PM - 4:45 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/35c8454c-859d-41ef-b4ce-1fd27bdcfa19?source=sessions
1684188221-205,https://build.microsoft.com/en-US/sessions,"What's new in .NET Multi-platform App UI (MAUI), Q&A","Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/2215f254-3fc3-4529-aa2f-3578b3bfdac9?source=sessions
1684188221-206,https://build.microsoft.com/en-US/sessions,AI Horizons: Exploring the Future with Eric Boyd & John Montgomery,"Wednesday, May 24
4:30 PM - 5:15 PM Eastern Daylight Time
Limited space",4:30 PM - 5:15 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/dcbbb0fe-a0f4-4c51-bd74-b3976d0f487c?source=sessions
1684188221-207,https://build.microsoft.com/en-US/sessions,DevSecOps: How to simplify and integrate security in the SDLC,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/5ad27c23-0b67-4bfe-8275-f1630bf44597?source=sessions
1684188221-208,https://build.microsoft.com/en-US/sessions,Get started with lakehouses,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/05a7371d-c393-4908-ab33-db0d2e2bcf43?source=sessions
1684188221-209,https://build.microsoft.com/en-US/sessions,Modernize with .NET on Azure App Service,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/538c50fa-c7c7-40ae-9e46-cc7ac12393db?source=sessions
1684188221-210,https://build.microsoft.com/en-US/sessions,Supercharge your data retrieval and validation with ChatGPT,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/e5df487a-cf28-4855-a3ef-800083439fef?source=sessions
1684188221-211,https://build.microsoft.com/en-US/sessions,Build and deploy an intelligent app with AKS and OSS,"Wednesday, May 24
4:30 PM - 4:45 PM Eastern Daylight Time",4:30 PM - 4:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/1e1db93d-11bb-4af1-bb58-52e00e590750?source=sessions
1684188221-212,https://build.microsoft.com/en-US/sessions,Organizational analytics made easy with Microsoft Graph Data Connect,"Wednesday, May 24
4:30 PM - 4:45 PM Eastern Daylight Time",4:30 PM - 4:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/815d6be0-2038-4833-9b1c-57bccf960157?source=sessions
1684188221-213,https://build.microsoft.com/en-US/sessions,360 Degrees of Feedback: Enhancing the Microsoft 365 Developer Program,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/73582587-5cac-4ca7-a3a1-a67378779cd8?source=sessions
1684188221-214,https://build.microsoft.com/en-US/sessions,AI Infused Omnichannel Communications,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/0ffe75f6-8de9-4f82-ae19-b0a1239b5664?source=sessions
1684188221-215,https://build.microsoft.com/en-US/sessions,New PubSub capabilities in Azure Event Grid,"Wednesday, May 24
4:30 PM - 5:30 PM Eastern Daylight Time
Limited space",4:30 PM - 5:30 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/56a8db02-4556-472a-8dd1-57e18f70d65d?source=sessions
1684188221-216,https://build.microsoft.com/en-US/sessions,Learn how to integrate any solution into Viva Connections,"Wednesday, May 24
4:45 PM - 5:00 PM Eastern Daylight Time",4:45 PM - 5:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/b7b051cf-46a1-4f02-943a-42c26885a21a?source=sessions
1684188221-217,https://build.microsoft.com/en-US/sessions,Test automation with Playwright,"Wednesday, May 24
4:45 PM - 5:00 PM Eastern Daylight Time",4:45 PM - 5:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/3e996b50-e403-4998-87c4-417ed4ce3431?source=sessions
1684188221-218,https://build.microsoft.com/en-US/sessions,Edge to Cloud with InfluxDB,"Wednesday, May 24
5:00 PM - 5:15 PM Eastern Daylight Time",5:00 PM - 5:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/c4be9d33-26a7-48e5-b0ce-25d1139c74b0?source=sessions
1684188221-219,https://build.microsoft.com/en-US/sessions,Get full-stack visibility into your Azure environment in minutes,"Wednesday, May 24
5:00 PM - 5:15 PM Eastern Daylight Time",5:00 PM - 5:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/3a439744-5958-497f-a3e3-6d9efb593a52?source=sessions
1684188221-220,https://build.microsoft.com/en-US/sessions,How GitHub builds GitHub with GitHub,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/e3492a33-2601-4378-9ee8-a78d40b32df6?source=sessions
1684188221-221,https://build.microsoft.com/en-US/sessions,Inside Azure innovations with Mark Russinovich,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/836e93ad-72b1-49d4-9430-d6277051aba7?source=sessions
1684188221-222,https://build.microsoft.com/en-US/sessions,Kickstart your .NET modernization journey with the RWA pattern,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/c4fe357e-2bb2-4201-a956-ca35c3497e06?source=sessions
1684188221-223,https://build.microsoft.com/en-US/sessions,Learn how to get your machine to a ready-to-code state,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/936f762a-1236-41d1-9996-9322a45cad71?source=sessions
1684188221-224,https://build.microsoft.com/en-US/sessions,Practical deep dive into machine learning techniques and MLOps,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/6291f8bb-78b4-447e-bdca-c74143edf850?source=sessions
1684188221-225,https://build.microsoft.com/en-US/sessions,Boost Dev Time: Blazor Hybrid App + .NET MAUI = 2X Faster Results!,"Wednesday, May 24
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/efb3263f-bcbc-41fe-ae28-66fba9d89b9c?source=sessions
1684188221-226,https://build.microsoft.com/en-US/sessions,Build Modern Applications at Lightning Speed with Orkes,"Wednesday, May 24
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/85696a5e-f635-4aba-8b77-12863a18f018?source=sessions
1684188221-227,https://build.microsoft.com/en-US/sessions,"Do more on Azure SQL Database Hyperscale, Q&A","Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/ed489151-dfa7-4328-a807-f89b31be6664?source=sessions
1684188221-228,https://build.microsoft.com/en-US/sessions,Learn Live: Build a web app with Blazor,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time",5:45 PM - 6:45 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/bac92828-29c3-4043-b886-14b181d1ec11?source=sessions
1684188221-229,https://build.microsoft.com/en-US/sessions,"Microsoft Power Platform governance and Application Lifecycle Management, Q&A","Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/3c7758d8-f42c-4506-85c7-0ee19bad57f4?source=sessions
1684188221-230,https://build.microsoft.com/en-US/sessions,"Securing organizations, pipelines, and integrations in Azure DevOps, Q&A","Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/649603cd-c704-4222-bbcf-10c14b739bf9?source=sessions
1684188221-231,https://build.microsoft.com/en-US/sessions,Separating AI hype from fact,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time
Limited space",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/484e84d8-7051-406a-813a-19f70af798f5?source=sessions
1684188221-232,https://build.microsoft.com/en-US/sessions,Build a serverless web application end-to-end on Microsoft Azure,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/f249ceaa-aa9d-473a-891d-d0dca6cb4191?source=sessions
